timestamp,value,is_anomaly
1,-75.7006453318055,0
2,96.7227258448842,0
3,47.5830087185492,0
4,415.496964120173,0
5,335.486411368541,0
6,268.655451028591,0
7,498.191813572475,0
8,598.594944442678,0
9,647.538789629952,0
10,607.902565764019,0
11,892.950593531438,0
12,820.368401061319,0
13,759.02356334018,0
14,624.863652643237,0
15,1085.09497842872,0
16,997.006755947253,0
17,1051.12905466231,0
18,1214.97311353872,0
19,1244.71994013504,0
20,1258.57448418781,0
21,1335.9296423066,0
22,1353.94665024891,0
23,1299.36194775442,0
24,1077.02892127354,0
25,1416.43279714714,0
26,1354.56172165842,0
27,1358.59160907587,0
28,1211.69647345165,0
29,1340.10693563788,0
30,1452.90740734373,0
31,1567.16585190287,0
32,1386.81229311456,0
33,1438.70688251743,0
34,1373.92352890837,0
35,1198.56368148794,0
36,1295.8893786252,0
37,1275.52642767512,0
38,1289.47108117205,0
39,1399.51948500076,0
40,1324.9705114274,0
41,1175.46566543889,0
42,1124.10526284633,0
43,1195.24058237467,0
44,1131.29112344492,0
45,930.635858633069,0
46,875.563465707325,0
47,949.783661905975,0
48,940.621097640282,0
49,773.618475614135,0
50,831.205115710299,0
51,708.112356933744,0
52,519.391075516058,0
53,566.568445082809,0
54,319.021074720212,0
55,558.181792921903,0
56,552.457189546192,0
57,195.571946785205,0
58,40.1820124985647,0
59,161.521955127166,0
60,2.06355677934118,0
61,234.78527545457,0
62,-134.599600715829,0
63,-120.050654095521,0
64,-273.186983443457,0
65,-438.779770199997,0
66,-397.26666728506,0
67,-708.57454961946,0
68,-381.505864033413,0
69,-607.363399991669,0
70,-428.306370486713,0
71,-696.973035237777,0
72,-901.583736053796,0
73,-800.633380998669,0
74,-1043.92249320835,0
75,-1136.30693152818,0
76,-1000.27640319911,0
77,-1137.16349860266,0
78,-1128.29936245002,0
79,-1161.1430186047,0
80,-1279.8550072819,0
81,-1312.28751246047,0
82,-1291.26298943011,0
83,-1160.16892282914,0
84,-1511.18472316527,0
85,-1275.31770431761,0
86,-1323.42896438025,0
87,-1247.74348151987,0
88,-1421.94328112658,0
89,-1345.19410711143,0
90,-1358.53378342456,0
91,-1453.43823115606,0
92,-1234.64443037413,0
93,-1229.47284231081,0
94,-1270.35331031656,0
95,-1144.42383657887,0
96,-1246.41155052735,0
97,-1442.28296410826,0
98,-1327.34998688852,0
99,-1372.759028462,0
100,-1244.97874676764,0
101,-1222.5020228049,0
102,-1098.81923247798,0
103,-1167.47397650243,0
104,-988.459029283988,0
105,-1034.24388216822,0
106,-685.934399881046,0
107,-755.225449038498,0
108,-671.583459245436,0
109,-672.761685986676,0
110,-451.180257032924,0
111,-665.246587914604,0
112,-576.090749108379,0
113,-277.336833544563,0
114,-458.486343540397,0
115,-332.851642956143,0
116,-282.394851436987,0
117,-199.995958573743,0
118,-120.973609240989,0
119,46.950949192553,0
120,40.1220728251143,0
121,74.6434514504809,0
122,372.308485895842,0
123,257.216284214973,0
124,334.070228101212,0
125,415.321837049562,0
126,584.156391206999,0
127,558.133455615197,0
128,630.029605266959,0
129,617.898510371751,0
130,725.001135900187,0
131,833.25827206178,0
132,814.172510593077,0
133,1006.73124542547,0
134,813.067205691962,0
135,1085.48731922143,0
136,911.16739977318,0
137,1106.28986799395,0
138,1121.23406888233,0
139,1145.39886992697,0
140,1253.15261444411,0
141,1060.62236355103,0
142,1463.24656515504,0
143,1144.35546285796,0
144,1310.91409835293,0
145,1249.34667115501,0
146,1307.03452682995,0
147,1660.04249597407,0
148,1415.28621818421,0
149,1259.28353020967,0
150,1214.21107818497,0
151,1461.05583586589,0
152,1394.27429338589,0
153,1344.0772314321,0
154,1252.30041298999,0
155,1163.15700366756,0
156,1187.68584587617,0
157,1409.76170732631,0
158,1180.97085294319,0
159,1052.51837888685,0
160,1406.71416549806,0
161,1189.18081821381,0
162,1062.91962826163,0
163,1170.89300776812,0
164,1098.20104663514,0
165,861.396053730176,0
166,1146.05086386869,0
167,788.611188534894,0
168,585.199986744363,0
169,676.098028372736,0
170,652.781879352275,0
171,839.31334045411,0
172,503.697994107646,0
173,475.705655122083,0
174,339.450087387815,0
175,235.814348827741,0
176,198.740321715196,0
177,224.437998113494,0
178,306.115725129706,0
179,105.098285189619,0
180,52.8181895545287,0
181,-316.137425967401,0
182,-121.382207595652,0
183,-286.379812141034,0
184,-562.151174004029,0
185,-392.0572765501,0
186,-543.462382156587,0
187,-414.659796374838,0
188,-750.471422979383,0
189,-773.824582463489,0
190,-895.733829182647,0
191,-864.747165811133,0
192,-851.886158066318,0
193,-1043.69055558426,0
194,-906.546526366567,0
195,-1202.17906543296,0
196,-1228.7549073195,0
197,-970.355038474669,0
198,-1307.15669154025,0
199,-1170.50030364121,0
200,-1299.07354507912,0
201,-1232.45161198692,0
202,-1102.991154382,0
203,-1136.98115320343,0
204,-1386.80846945254,0
205,-1637.23865373277,0
206,-1068.57126505999,0
207,-1296.21446248901,0
208,-1313.63040755864,0
209,-1379.00781132001,0
210,-1309.97734559375,0
211,-1381.9782224365,0
212,-1297.67407284941,0
213,-1379.6362537704,0
214,-1475.81740164087,0
215,-1165.55667485677,0
216,-1072.57582679088,0
217,-1261.59985425796,0
218,-1340.15551963592,0
219,-1071.64986015118,0
220,-1112.32290572337,0
221,-1271.00237646505,0
222,-1012.34098386258,0
223,-1037.26435081149,0
224,-947.882525098055,0
225,-989.579120127454,0
226,-572.003808729209,0
227,-768.509936063347,0
228,-858.851672001825,0
229,-574.928054745012,0
230,-499.395616117438,0
231,-581.41391962132,0
232,-741.209438827645,0
233,-397.499975064859,0
234,-178.354089520783,0
235,-181.232425269396,0
236,-111.949053208959,0
237,42.0751261652775,0
238,-94.9207771952821,0
239,255.705801119989,0
240,196.425073239696,0
241,356.244561911655,0
242,468.680488065518,0
243,442.588094176577,0
244,380.114242433298,0
245,696.745327188781,0
246,382.097397849719,0
247,624.598762417549,0
248,724.106837657652,0
249,797.408774747776,0
250,1001.21806578144,0
251,952.053887722554,0
252,1040.10129945031,0
253,1034.9471575523,0
254,1063.07995087363,0
255,1223.87177991139,0
256,1321.92616526587,0
257,932.717506938546,0
258,1329.67726742603,0
259,1339.12140416805,0
260,1272.15279175854,0
261,1464.85583691953,0
262,1325.12786477237,0
263,1356.47003101211,0
264,1509.42302113953,0
265,1624.66621727367,0
266,1456.26482960146,0
267,1375.56335110568,0
268,1281.87855361528,0
269,1380.87691510445,0
270,1298.45409250458,0
271,1368.17999592169,0
272,1430.69995155744,0
273,1259.55331136036,0
274,1659.06152120896,0
275,1329.57866893758,0
276,1416.02855433346,0
277,967.333850414466,0
278,1295.59433802968,0
279,1004.96232476479,0
280,1230.61630611592,0
281,1119.51002568839,0
282,971.101211189589,0
283,1126.92685321283,0
284,825.477116973949,0
285,781.220766281133,0
286,669.17483351254,0
287,646.137650365353,0
288,776.069312455431,0
289,647.110841559467,0
290,647.593700044548,0
291,408.701056357781,0
292,430.179396411939,0
293,341.914079700764,0
294,66.7268577057587,0
295,380.836383351626,0
296,107.873519721465,0
297,110.027194231163,0
298,58.780536881335,0
299,-136.845872975397,0
300,-241.214532047476,0
301,-168.899404651515,0
302,-475.714121870514,0
303,-181.347306430884,0
304,-535.917568099365,0
305,-357.499808342146,0
306,-441.168930259321,0
307,-678.757347863462,0
308,-682.7837574053,0
309,-935.804100615605,0
310,-830.790578439721,0
311,-799.098393056661,0
312,-966.191921577017,0
313,-1083.0905632311,0
314,-1154.46273891522,0
315,-1123.31376009819,0
316,-1030.2096046617,0
317,-1255.39233324851,0
318,-1245.26375927935,0
319,-1417.44406345445,0
320,-1227.62877973429,0
321,-1152.05275766867,0
322,-1148.25104654448,0
323,-1246.06002919834,0
324,-1582.24818195128,0
325,-1305.12915894211,0
326,-1311.77833898643,0
327,-1409.30303396301,0
328,-1341.53898713933,0
329,-1458.41098317084,0
330,-1259.46106254934,0
331,-1365.13764273247,0
332,-1495.49794687232,0
333,-1326.40713878766,0
334,-1089.4480791678,0
335,-1263.96132381094,0
336,-1100.27574605272,0
337,-1036.38068267458,0
338,-1109.0250531227,0
339,-1107.60505183534,0
340,-1081.38635392046,0
341,-877.158547161562,0
342,-1041.86180542484,0
343,-827.255947741828,0
344,-833.428217758038,0
345,-1011.45410240859,0
346,-844.70109815176,0
347,-498.221342644054,0
348,-565.219119912657,0
349,-376.265506787889,0
350,-175.033608986305,0
351,-153.797623410684,0
352,-177.871604227029,0
353,-140.697622804944,0
354,-136.227801239522,0
355,152.2179027514,0
356,107.838940641496,0
357,-31.9065785854758,0
358,165.455671744383,0
359,25.8742464547958,0
360,307.583998245442,0
361,89.8548250893526,0
362,633.801508105538,0
363,467.9512996431,0
364,561.436154243828,0
365,659.961390047345,0
366,819.697818847515,0
367,890.870878545427,0
368,938.510209900755,0
369,859.159031562598,0
370,819.614442969666,0
371,991.002678719161,0
372,1122.31003416975,0
373,1036.77046398153,0
374,1172.61677010223,0
375,1081.01963050474,0
376,1259.32233726786,0
377,1310.49400909969,0
378,1308.2829813694,0
379,1333.5015983539,0
380,1590.41802163481,0
381,1489.22061479,0
382,1547.52037380157,0
383,1313.54381825701,0
384,1453.44280240175,0
385,1577.66467384429,0
386,1431.5208814461,0
387,1177.19131733262,0
388,1469.11930237873,0
389,1185.528677549,0
390,1302.63064698018,0
391,1541.90259130766,0
392,1433.32191848564,0
393,1464.33429343983,0
394,1339.1099508798,0
395,1254.89138324956,0
396,1119.12552268312,0
397,1383.09893798882,0
398,1151.94864396939,0
399,1012.99868757054,0
400,1154.26164038528,0
401,1126.77208329732,0
402,1170.63781981139,0
403,810.260287683649,0
404,775.511708622763,0
405,709.822562640135,0
406,650.081344894011,0
407,584.678272315365,0
408,525.110338289597,0
409,665.728626626122,0
410,335.97813934055,0
411,301.454881256449,0
412,354.557003796357,0
413,338.214115959567,0
414,34.7548206866899,0
415,-7.47892065786054,0
416,43.1419655296983,0
417,28.891048671926,0
418,-198.305684464763,0
419,-414.010104143992,0
420,-106.445719395071,0
421,-210.872769630641,0
422,-540.535116525532,0
423,-531.1168310489,0
424,-803.208423248637,0
425,-586.661555364474,0
426,-523.821378006271,0
427,-978.196828565978,0
428,-933.264712222311,0
429,-972.884741117272,0
430,-1031.43984107541,0
431,-1245.97460712055,0
432,-987.314243628289,0
433,-1278.18633728736,0
434,-1137.56868553378,0
435,-1101.17747390313,0
436,-1231.86589414312,0
437,-1131.37901386488,0
438,-1270.23462534965,0
439,-1369.60570718819,0
440,-1233.38135615551,0
441,-1380.61537319472,0
442,-1126.29826080196,0
443,-1351.75210377161,0
444,-1251.18142123969,0
445,-1330.43367816953,0
446,-1716.17284022951,0
447,-1510.50163094296,0
448,-1385.60358464147,0
449,-1290.83157094872,0
450,-1584.3058344958,0
451,-1162.02876773574,0
452,-1325.35647303528,0
453,-1313.48867492282,0
454,-1377.2155571112,0
455,-1328.02406441066,0
456,-1105.02715505225,0
457,-1006.68720727495,0
458,-1275.50194751554,0
459,-1093.5139626123,0
460,-854.616414215532,0
461,-918.999299071827,0
462,-544.343117270742,0
463,-595.38484596589,0
464,-611.598504515295,0
465,-618.538196735705,0
466,-518.925474712143,0
467,-570.052030246186,0
468,-339.058561254329,0
469,-165.051847973526,0
470,-141.069206214281,0
471,-297.673299384915,0
472,-321.566572589481,0
