timestamp,value,is_anomaly
1,11.6164567937401,0
2,95.6402547716163,0
3,122.942560643904,0
4,257.178391011757,0
5,276.783930453317,0
6,299.935013257909,0
7,399.225010585974,0
8,465.68180054221,0
9,519.244870231464,0
10,550.442482468008,0
11,665.189679795977,0
12,688.714757665727,0
13,715.555714982026,0
14,724.211671028809,0
15,885.651348567377,0
16,907.143944255865,0
17,965.630063451235,0
18,1052.81210978611,0
19,1106.2479597837,0
20,1156.24326173573,0
21,1223.15782981872,0
22,1275.53773081423,0
23,1309.99961436514,0
24,1302.17935777254,0
25,1438.97962428332,0
26,1473.68554272276,0
27,1525.99135998801,0
28,1540.34850611238,0
29,1625.95576156075,0
30,1708.27752318129,0
31,1791.68034152382,0
32,1800.30261644894,0
33,1869.11336114269,0
34,1908.70388675371,0
35,1920.62027814992,0
36,2003.03387126059,0
37,2055.9090445682,0
38,2118.1619967684,0
39,2205.59726704573,0
40,2246.26967551259,0
41,2268.23676086282,0
42,2315.81175764424,0
43,2395.19637550713,0
44,2440.3596866834,0
45,2450.84506822621,0
46,2498.93110397938,0
47,2580.39905594363,0
48,2640.71488138544,0
49,2660.75411477007,0
50,2738.44434833797,0
51,2769.90484098998,0
52,2784.558574573,0
53,2859.60230185774,0
54,2859.03616609186,0
55,2983.00607610404,0
56,3044.02239421984,0
57,3014.80036601851,0
58,3036.87190849741,0
59,3129.45409106993,0
60,3149.65107554301,0
61,3269.8208250636,0
62,3235.17089986721,0
63,3298.2657282162,0
64,3317.72439505476,0
65,3333.25988821502,0
66,3401.06812434622,0
67,3377.6421036051,0
68,3516.87142105859,0
69,3513.49391567583,0
70,3612.85582369716,0
71,3596.46314510713,0
72,3595.38513220079,0
73,3671.44890701009,0
74,3658.13245853742,0
75,3682.248719261,0
76,3763.6156484487,0
77,3773.75485393727,0
78,3819.89313598572,0
79,3853.97077495229,0
80,3864.64341854361,0
81,3895.98717570891,0
82,3939.56780695939,0
83,4009.86693204027,0
84,3955.14958328566,0
85,4049.27322664502,0
86,4069.11093209578,0
87,4119.12320849493,0
88,4103.56557263096,0
89,4150.7462042947,0
90,4173.29010243413,0
91,4173.38251154724,0
92,4252.29361858433,0
93,4274.9323056112,0
94,4284.24032543191,0
95,4334.76614560909,0
96,4325.39789240201,0
97,4290.49423809024,0
98,4333.75801970907,0
99,4334.50757154317,0
100,4378.22112428145,0
101,4393.58003137599,0
102,4433.52512698925,0
103,4422.88699269234,0
104,4474.43318613543,0
105,4467.15860849089,0
106,4559.66598545433,0
107,4544.04566353297,0
108,4566.51467418673,0
109,4566.2102244425,0
110,4621.98476693034,0
111,4565.20807818211,0
112,4585.23161776624,0
113,4658.12465204379,0
114,4607.29489836289,0
115,4634.34840562245,0
116,4641.48605439195,0
117,4656.21157688864,0
118,4669.53682458911,0
119,4705.16440611273,0
120,4695.60748725731,0
121,4696.29298918248,0
122,4764.10558027631,0
123,4725.94203340672,0
124,4736.78756462313,0
125,4748.65336491872,0
126,4782.91160885597,0
127,4767.26105967807,0
128,4776.76927364914,0
129,4764.87958536113,0
130,4783.72366263747,0
131,4803.10507535806,0
132,4790.15685842858,0
133,4831.77934145671,0
134,4774.85057397587,0
135,4837.77905517503,0
136,4786.74771301488,0
137,4830.90610419568,0
138,4829.48518606997,0
139,4831.04929060815,0
140,4854.68982390542,0
141,4802.09515375968,0
142,4902.70865488343,0
143,4819.23271112795,0
144,4860.91818284723,0
145,4844.97389889794,0
146,4860.4214660321,0
147,4952.38875439879,0
148,4892.08661844066,0
149,4855.41460082573,0
150,4848.06632985777,0
151,4916.4195702305,0
152,4905.34147011222,0
153,4899.43508192016,0
154,4883.79963854075,0
155,4869.76053652054,0
156,4885.76107477356,0
157,4953.28247543299,0
158,4906.19221831329,0
159,4885.69556155919,0
160,4989.72456700608,0
161,4948.13193949016,0
162,4930.75758887828,0
163,4974.20603106891,0
164,4972.15617373598,0
165,4928.82216208165,0
166,5019.81808783724,0
167,4947.01283077239,0
168,4914.33955528047,0
169,4957.70407115159,0
170,4972.40791035286,0
171,5041.43830940625,0
172,4977.22135557636,0
173,4992.30339295255,0
174,4980.09472295087,0
175,4976.64813793438,0
176,4990.61753771864,0
177,5020.98937782895,0
178,5065.98064616382,0
179,5038.78000509523,0
180,5049.87628639174,0
181,4979.98800843726,0
182,5054.62536128018,0
183,5037.15542676795,0
184,4991.32360268508,0
185,5059.69783010959,0
186,5045.63931296842,0
187,5103.2638257555,0
188,5041.70973330735,0
189,5060.02340282426,0
190,5052.86647228517,0
191,5084.6247983615,0
192,5111.44871493807,0
193,5085.51444666045,0
194,5143.50211245647,0
195,5090.23000978158,0
196,5105.47959068996,0
197,5193.3042535866,0
198,5128.18115416842,0
199,5183.87843243331,0
200,5171.12715056829,0
201,5207.87137124042,0
202,5260.18795860831,0
203,5270.09095541195,0
204,5224.15037550637,0
205,5177.50294692404,0
206,5340.15119612787,0
207,5298.22948765106,0
208,5309.61307129186,0
209,5308.15900997336,0
210,5340.59727493619,0
211,5336.37070723187,0
212,5371.66895245282,0
213,5363.86494724201,0
214,5351.93075625734,0
215,5443.65933229998,0
216,5479.27704770413,0
217,5442.22678148179,0
218,5433.08724629449,0
219,5512.50322055081,0
220,5512.37940595302,0
221,5481.72831645036,0
222,5557.74162572596,0
223,5560.88192825135,0
224,5593.12844960547,0
225,5591.65658197551,0
226,5707.75705091432,0
227,5666.48401328015,0
228,5652.41021039135,0
229,5734.27092959178,0
230,5762.83997785557,0
231,5751.19308710795,0
232,5719.81950986264,0
233,5817.69496120149,0
234,5883.96211634707,0
235,5893.70500191122,0
236,5922.34718078729,0
237,5973.16519399804,0
238,5949.94355105334,0
239,6052.22289921445,0
240,6050.11102914501,0
241,6104.81164574108,0
242,6148.10449056296,0
243,6156.69015137839,0
244,6156.7893403055,0
245,6254.89882464157,0
246,6192.20858749016,0
247,6273.23937873053,0
248,6318.66177032464,0
249,6358.44081052019,0
250,6432.76890845902,0
251,6443.43975496912,0
252,6490.45701200364,0
253,6514.8260424383,0
254,6548.98764089056,0
255,6618.43314611444,0
256,6673.13229238317,0
257,6604.34983713127,0
258,6738.36176893587,0
259,6774.49448693147,0
260,6792.47162918249,0
261,6878.41427991849,0
262,6880.64068751272,0
263,6928.15809992607,0
264,7008.30327227567,0
265,7080.26370530198,0
266,7081.03349425117,0
267,7105.74964873454,0
268,7128.61342709207,0
269,7202.30934304841,0
270,7230.98255576981,0
271,7300.08018242843,0
272,7368.75988123005,0
273,7378.98390401737,0
274,7536.79624123267,0
275,7509.20503815712,0
276,7589.51032615912,0
277,7534.01733863488,0
278,7678.85083663115,0
279,7666.3612823188,0
280,7787.34131298159,0
281,7823.20120835154,0
282,7850.6184963375,0
283,7957.04907603572,0
284,7947.34791390203,0
285,8004.51120748353,0
286,8045.22741100289,0
287,8109.61474691354,0
288,8214.00475899907,0
289,8252.82338746987,0
290,8325.50263421179,0
291,8337.49309355419,0
292,8416.76872370722,0
293,8468.44552428909,0
294,8472.68848767496,0
295,8628.30080633071,0
