timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1,-34.9350597209818,0,0,0,-34.9350597209818,0,0,0
2,368.462240752734,0,0,0,-9.17245358397748,242.5,120.739084540326,14.3956097963854
3,691.838528934464,0,0,0,9.79512206823806,420.022320835453,233.25,28.7710860307733
4,855.762335823096,0,0,0,-2.20930090020175,485,329.865313423524,43.1063232997735
5,880.870829961043,0,0,0,-0.533614217677933,420.022320835453,404.000850865441,57.3812724778272
6,758.333254268421,0,0,0,-6.34711245315113,242.5,450.60439796385,71.5759687577221
7,553.736120223891,0,0,0,1.56556065070958,5.93953697586466e-14,466.5,85.670559573181
8,307.201557185413,0,0,0,-0.548173142907802,-242.5,450.60439796385,99.6453323644705
9,104.12633903984,0,0,0,6.6670668616541,-420.022320835453,404.000850865441,113.480742148198
10,-24.5365552787753,0,0,0,3.44069244496092,-485,329.865313423524,127.157438852739
11,-36.7330564034787,0,0,0,9.38297005091198,-420.022320835453,233.25,140.656294381062
12,20.6356546069139,0,0,0,-11.5618592965122,-242.5,120.739084540326,153.9584293631
13,178.824923196508,0,0,0,11.7796836362479,-1.18790739517293e-13,5.7129773180224e-14,167.04523956026
14,283.689228155514,0,0,0,-17.9701091892893,242.5,-120.739084540326,179.898421885129
15,376.877215685975,0,0,0,-2.3951051494777,420.022320835453,-233.25,192.5
16,350.384028582234,0,0,0,-9.58300745264593,485,-329.865313423524,204.832349458405
17,235.837818804928,0,0,0,2.93812648042108,420.022320835453,-404.00085086544,216.878222354494
18,27.4799047403362,0,0,0,6.96353125838857,242.5,-450.60439796385,228.620771445798
19,-226.85948514979,0,0,0,-0.403058865402156,1.7818610927594e-13,-466.5,240.043573715612
20,-448.828765121785,0,0,0,-6.85502050001121,-242.5,-450.60439796385,251.130653342077
21,-554.21116214756,0,0,0,7.94550551152946,-420.022320835453,-404.000850865441,261.866504041804
22,-547.843379722854,0,0,0,-5.21417705615052,-485,-329.865313423524,272.236110756821
23,-360.502602765738,0,0,0,10.5447474152319,-420.022320835453,-233.25,282.224970654483
24,-69.0235243814292,0,0,0,2.39644674789841,-242.500000000001,-120.739084540326,291.819113410999
25,310.053927596051,0,0,0,9.04880684585971,-2.37581479034587e-13,-1.14259546360448e-13,301.005120750191
26,663.575590976178,0,0,0,-9.43363877431528,242.5,120.739084540326,309.770145210167
27,1002.42154038469,0,0,0,31.0472914375762,420.022320835453,233.25,318.101928111658
28,1166.99886602971,0,0,0,26.1447359032921,485,329.865313423524,325.988816702889
29,1159.01345961101,0,0,0,1.57050745310987,420.022320835453,404.00085086544,333.419780457009
30,1022.49827310028,0,0,0,-10.9905513628501,242.5,450.60439796385,340.384426499275
31,805.958242347898,0,0,0,-7.41477179453416,1.15850991590235e-12,466.5,346.873014142431
32,571.671556144947,0,0,0,10.6906896711554,-242.499999999999,450.60439796385,352.876468509941
33,353.75547499139,0,0,0,11.3905517333831,-420.022320835452,404.000850865441,358.386393228019
34,204.8956275632,0,0,0,-3.36476802904622,-485,329.865313423524,363.395082168722
35,195.478481534845,0,0,0,14.3552721426332,-420.022320835453,233.25,367.895530227664
36,247.98520602775,0,0,0,-2.13532163386677,-242.5,120.739084540326,371.881443121291
37,364.585725456792,0,0,0,-10.76152073321,-3.5637221855188e-13,1.71389319540672e-13,375.347246190002
38,486.399506589236,0,0,0,-13.6495010652539,242.499999999999,-120.739084540326,378.288092194816
39,572.722423823364,0,0,0,5.25023489123661,420.022320835452,-233.25,380.699868096674
40,533.497423002619,0,0,0,-4.21646438275584,485,-329.865313423524,382.579200808898
41,400.589240712996,0,0,0,0.644308828229407,420.022320835453,-404.000850865441,383.923461914754
42,163.132808762821,0,0,0,-13.4935646168643,242.500000000002,-450.60439796385,384.730771343533
43,-91.1067450343015,0,0,0,-9.60674503430189,4.15767588310526e-13,-466.5,385
44,-310.983675748701,0,0,0,-2.61004912838498,-242.499999999999,-450.60439796385,384.730771343533
