timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1,-0.520779784955221,0,0,3,-3.52077978495522,0,0,0
2,346.437457747142,0,0,6,7.78057065724368,242.5,80.6221325494352,9.53475454046303
3,603.262587541244,0,0,9,-0.565907158746525,420.022320835453,155.75,19.0561738645382
4,739.269306505714,0,0,12,-6.54539724023914,485,220.26376233961,28.5509414063435
5,754.582635527162,0,0,15,11.7876235379322,420.022320835453,269.766913278853,38.0057778749245
6,610.513571670458,0,0,18,1.72021695486969,242.5,300.885894889045,47.4074598265432
7,374.427876501005,0,0,21,-14.8149616578548,5.93953697586466e-14,311.5,56.7428381588602
8,156.250722983933,0,0,24,7.86597159374562,-242.5,300.885894889045,65.9988565011428
9,-60.0346459747907,0,0,27,-11.9418078929713,-420.022320835453,269.766913278853,75.1625694747806
10,-149.985388837234,0,0,30,0.529688024589248,-485,220.26376233961,84.2211607985676
11,-141.133795368405,0,0,33,-3.02343574638246,-420.022320835453,155.75,93.1619612134307
12,-16.3587806839378,0,0,36,7.54662056509321,-242.5,80.6221325494353,101.972466201534
13,148.119640445246,0,0,39,-1.52071302973102,-1.18790739517293e-13,3.81477477934401e-14,110.640353474977
14,346.545541543535,0,0,42,23.5141738833398,242.5,-80.6221325494352,119.153500209631
15,418.330939537178,0,0,45,-18.4413812982744,420.022320835453,-155.75,127.5
16,447.261060048578,0,0,48,-1.14335712322308,485,-220.263762339609,135.668179511411
17,330.973660841147,0,0,51,-13.9283615216769,420.022320835453,-269.766913278853,143.646614806224
18,146.997265989919,0,0,54,-0.0409864422786587,242.5,-300.885894889045,151.424147321243
19,-121.782721448862,0,0,57,-26.2726209228393,1.7818610927594e-13,-311.5,158.989899473977
20,-309.928217067109,0,0,60,7.12438794601429,-242.5,-300.885894889045,166.333289875921
21,-440.814897262274,0,0,63,12.5302887204475,-420.022320835453,-269.766913278853,173.444048131584
22,-1447.68491474922,1,0,66,1.64213168485529,-485,-220.26376233961,180.31222920257
23,-326.693556301724,0,0,69,-6.84946278287628,-420.022320835453,-155.75,186.928227316606
24,-53.3908629806826,0,0,72,4.44848016666313,-242.500000000001,-80.6221325494354,193.28278940209
25,264.64298846378,0,0,75,-9.72403956556722,-2.37581479034587e-13,-7.62954955868801e-14,199.367028029348
26,598.073730222823,0,0,78,-8.22083616711288,242.5,80.6221325494353,205.1724338405
27,867.103956530655,0,0,81,-0.359251755376783,420.022320835453,155.75,210.690887450579
28,985.589168918417,0,0,84,-19.5892642244048,485,220.26376233961,215.914670803212
29,997.059758656013,0,0,87,-0.565953423324114,420.022320835453,269.766913278853,220.836477965032
30,844.512965221995,0,0,90,-14.3223550107255,242.5,300.885894889045,225.449425343676
31,634.019531740996,0,0,93,-0.227529574122157,1.15850991590235e-12,311.5,229.747061315117
32,382.059267085352,0,0,96,-6.05000305053699,-242.499999999999,300.885894889045,233.723375246844
33,197.059940019871,0,0,99,10.942541672198,-420.022320835452,269.766913278853,237.372805904272
34,87.3832000117951,0,0,102,9.42918844355195,-485,220.263762339609,240.690249228634
35,79.8644955326342,0,0,105,-4.53424910737906,-420.022320835453,155.75,243.671065475466
36,176.234538793661,0,0,108,-16.1986794594867,-242.5,80.6221325494352,246.311085703712
37,343.067534023527,0,0,111,-16.5390835828379,-3.5637221855188e-13,1.1444324338032e-13,248.606617606365
38,534.727466646992,0,0,114,8.29514852193944,242.499999999999,-80.622132549435,250.554450674489
39,633.105116367421,0,0,117,-0.319065155439715,420.022320835452,-155.75,252.151860687408
40,606.594090699748,0,0,120,-31.5387604834194,485,-220.263762339609,253.396613522777
41,553.702300390274,0,0,123,26.1599245524734,420.022320835453,-269.766913278853,254.286968281201
42,313.214768809008,0,0,126,-9.221016022991,242.500000000002,-300.885894889045,254.821679721042
43,85.366172250317,0,0,129,12.8661722503166,4.15767588310526e-13,-311.5,255
44,-161.649364669534,0,0,132,-5.08514950153138,-242.499999999999,-300.885894889045,254.821679721042
45,-287.61587526225,0,0,135,12.8863905708544,-420.022320835452,-269.766913278853,254.286968281201
46,-308.882095032648,0,0,138,4.98505378418423,-485,-220.263762339609,253.396613522777
47,-194.641935263408,0,0,141,-12.0214751153614,-420.022320835454,-155.75,252.151860687408
48,75.2208512346796,0,0,144,3.78853310962651,-242.5,-80.6221325494353,250.554450674489
49,386.881228528944,0,0,147,-8.72538907742052,-4.75162958069173e-13,-1.5259099117376e-13,248.606617606365
50,727.517969809118,0,0,150,8.08475155597164,242.499999999999,80.622132549435,246.311085703712
51,967.116999693736,0,0,153,-5.32638661718278,420.022320835453,155.75,243.671065475466
52,1116.14506777692,0,0,156,14.1910562086729,485,220.263762339609,240.690249228634
53,1087.96340966535,0,0,159,1.80136964677069,420.022320835453,269.766913278853,237.372805904272
54,937.109792062461,0,0,162,-1.99947807342815,242.5,300.885894889045,233.723375246844
55,1671.37451737062,1,0,165,-25.2480572415327,5.3455832782782e-13,311.5,229.747061315117
56,442.782175800562,0,0,168,-9.05314443215717,-242.500000000001,300.885894889045,225.449425343676
57,236.743034662114,0,0,171,-4.8380357463188,-420.022320835452,269.766913278853,220.836477965032
58,113.567916287766,0,0,174,-11.6105168550565,-485,220.26376233961,215.914670803212
59,119.398453555915,0,0,177,-4.02011305921145,-420.022320835453,155.75,210.690887450579
60,228.703820876552,0,0,180,5.40925448661617,-242.5,80.6221325494353,205.1724338405
61,388.573464949526,0,0,183,6.20643692017973,-2.31701983180471e-12,7.44073894440378e-13,199.367028029348
62,543.148335240473,0,0,186,1.98767838781837,242.499999999999,-80.6221325494349,193.28278940209
63,652.695369827824,0,0,189,12.4948216757659,420.022320835452,-155.75,186.928227316606
64,655.648246635783,0,0,192,18.599779772823,485,-220.26376233961,180.31222920257
65,501.721087977424,0,0,195,-16.9783677107614,420.022320835454,-269.766913278852,173.444048131584
66,302.387612664053,0,0,198,-3.55978232282388,242.5,-300.885894889045,166.333289875921
67,62.0600150839244,0,0,201,13.5701156099484,-1.06971706687313e-12,-311.5,158.989899473977
68,-168.107214027736,0,0,204,19.8545335400656,-242.499999999999,-300.885894889045,151.424147321243
69,-336.533495095856,0,0,207,2.60912421222574,-420.022320835453,-269.766913278853,143.646614806224
70,-357.140062117163,0,0,210,2.45552071103592,-485,-220.26376233961,135.668179511411
71,-210.337761118552,0,0,213,24.9345597169012,-420.022320835453,-155.75,127.5
72,24.4057476684449,0,0,216,12.3743800082478,-242.499999999999,-80.6221325494348,119.153500209631
73,347.796866669477,0,0,219,18.1565131945008,-7.12744437103759e-13,-2.2888648676064e-13,110.640353474977
74,637.127735328042,0,0,222,-9.96686342292408,242.499999999998,80.6221325494344,101.972466201534
75,918.723795634698,0,0,225,24.7895135858155,420.022320835452,155.75,93.1619612134307
76,1012.85829346551,0,0,228,-4.62662967266879,485,220.26376233961,84.2211607985676
77,1005.85750691349,0,0,231,9.9057033243999,420.022320835454,269.766913278852,75.1625694747807
78,855.773501853544,0,0,234,12.3887504633561,242.5,300.885894889045,65.9988565011429
79,592.319268666841,0,0,237,-12.923569492022,2.49520594108065e-12,311.5,56.7428381588602
80,357.941900947604,0,0,240,12.1485462320149,-242.499999999999,300.885894889045,47.4074598265432
81,130.992354125953,0,0,243,0.241983807628367,-420.022320835453,269.766913278853,38.0057778749245
82,17.2681459072257,0,0,246,7.45344216127227,-485,220.26376233961,28.5509414063435
83,22.1827354812552,0,0,249,18.3988824521703,-420.022320835455,155.750000000001,19.0561738645383
84,110.018737879752,0,0,252,10.3618507898531,-242.499999999999,80.6221325494349,9.53475454046299
85,258.190415122628,0,0,255,3.19041512262855,-8.31535176621053e-13,2.6703423455408e-13,3.12284933782575e-14
86,414.657998591838,0,0,258,4.31488568173554,242.500000000001,-80.6221325494354,-9.53475454046304
87,500.695803494529,0,0,261,-5.52034347638492,420.022320835452,-155.75,-19.0561738645381
88,498.269970194274,0,0,264,-1.91532605977366,485,-220.263762339609,-28.5509414063435
89,380.347137032617,0,0,267,1.09750735093958,420.022320835454,-269.766913278852,-38.0057778749244
90,153.873050766872,0,0,270,-10.3335945175406,242.500000000001,-300.885894889045,-47.4074598265433
91,-94.0979857235753,0,0,273,1.14485243528564,-8.32135587838543e-13,-311.5,-56.7428381588601
92,-336.27832850442,0,0,276,-2.89357711423354,-242.499999999999,-300.885894889045,-65.9988565011428
93,-479.72464599994,0,0,279,6.2271575891448,-420.022320835451,-269.766913278853,-75.1625694747805
94,-521.939663611525,0,0,282,-14.4547404733481,-485,-220.26376233961,-84.2211607985675
95,-383.985869150392,0,0,285,-0.0515871015083348,-420.022320835453,-155.75,-93.1619612134307
96,-137.23939894015,0,0,288,-0.14480018918199,-242.499999999999,-80.6221325494349,-101.972466201534
97,180.484209721427,0,0,291,0.12456319640505,-9.50325916138346e-13,-3.0518198234752e-13,-110.640353474977
98,517.237223260614,0,0,294,19.2685909208127,242.499999999997,80.6221325494343,-119.153500209631
99,736.337442793878,0,0,297,-8.93487804157361,420.022320835452,155.75,-127.5
100,875.8608749643,0,0,300,6.26529213610086,485,220.26376233961,-135.668179511411
101,846.547333523383,0,0,303,-2.59528578469799,420.022320835452,269.766913278853,-143.646614806224
102,703.1778559166,0,0,306,5.21610834879763,242.500000000001,300.885894889045,-151.424147321243
103,454.686092103708,0,0,309,-6.82400842231813,2.73278742011524e-12,311.5,-158.989899473977
104,207.298348265053,0,0,312,3.24574325192747,-242.499999999999,300.885894889045,-166.333289875921
105,-13.4574234462866,0,0,315,-4.75796775810188,-420.022320835453,269.766913278853,-173.444048131584
106,-125.355686199535,0,0,318,1.69278066342564,-485,220.263762339609,-180.31222920257
107,-142.750500087819,0,0,321,-12.5499519357602,-420.022320835453,155.75,-186.928227316606
108,-46.855104719614,0,0,324,-15.6944478669574,-242.500000000002,80.622132549436,-193.282789402091
109,125.516665687867,0,0,327,-2.11630628278508,-1.06911665565564e-12,3.4332973014096e-13,-199.367028029348
110,294.09043054412,0,0,330,7.3849969340577,242.499999999997,-80.6221325494343,-205.1724338405
111,389.893781683075,0,0,333,3.31234829820095,420.022320835454,-155.75,-210.690887450579
112,389.280578682412,0,0,336,4.45901182523396,485,-220.26376233961,-215.914670803212
113,260.604183647563,0,0,339,-7.81474594400728,420.022320835454,-269.766913278852,-220.836477965032
114,54.0989273884441,0,0,342,-4.06575237883639,242.500000000001,-300.885894889045,-225.449425343676
115,-206.572946336001,0,0,345,-10.3258850208867,2.85157815963253e-12,-311.5,-229.747061315117
116,-437.009218205137,0,0,348,-7.89994806924721,-242.500000000002,-300.885894889045,-233.723375246844
117,-558.984205740145,0,0,351,17.1778342784327,-420.022320835453,-269.766913278853,-237.372805904272
118,-607.040997867074,0,0,354,-15.08698629883,-485,-220.26376233961,-240.690249228634
119,-457.256865856031,0,0,357,5.18652045488795,-420.022320835453,-155.75,-243.671065475466
120,-210.401859641564,0,0,360,-0.968641388413175,-242.500000000002,-80.622132549436,-246.311085703712
121,112.220320443743,0,0,363,-2.1730619498857,-4.63403966360942e-12,-1.48814778888076e-12,-248.606617606365
122,429.315608303625,0,0,366,-9.25207357132212,242.5,80.6221325494353,-250.554450674489
