timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1,-12.0366048223963,0,0,-3,-9.03660482239635,0,0,0
2,391.750002971774,0,0,-6,29.9397946568025,238,115.433294115724,14.3769141992472
3,677.431009267773,0,0,-9,22.4691960824,412.228092201393,223,28.7337209839801
4,842.631620624565,0,0,-12,20.2116551536433,476,315.3696244092,43.0503410617219
5,846.560022530903,0,0,-15,5.77784889691173,412.228092201393,386.24733008786,57.3067513447391
6,692.658026144695,0,0,-18,-29.6279053343698,238,430.802918524924,71.4830129541407
7,479.958505530688,0,0,-21,-30.6007935755154,5.8293187639414e-14,446,85.5592991062029
8,234.506472961877,0,0,-24,-33.8123684049667,-238,430.802918524924,99.5159228419192
9,80.9486688959202,0,0,-27,20.5960664484605,-412.228092201393,386.24733008786,113.333364560993
10,-49.1737399549932,0,0,-30,14.4643363140449,-476,315.3696244092,126.992299321762
11,-203.885799976914,0,0,-33,-122.1313316444,-412.228092201393,223,140.473623868879
12,3.80588900787971,0,0,-36,8.61411154121513,-238,115.433294115724,153.75848335094
13,121.225744946047,0,0,-39,-6.60255274465379,-1.16586375278828e-13,5.4619247241972e-14,166.828297690701
14,281.77963483448,0,0,-42,21.5481413792122,238,-115.433294115724,179.664787570992
15,308.50165589171,0,0,-45,-27.976436309683,412.228092201393,-223,192.25
16,328.766658001317,0,0,-48,11.5699489903702,476,-315.3696244092,204.566333420147
17,149.55975982067,0,0,-51,-42.0175646183266,412.228092201393,-386.247330087859,216.596562325463
18,8.12048255771421,0,0,-54,26.5995397296274,238,-430.802918524924,228.323861353011
19,-218.681999948252,0,0,-57,44.5861712370652,1.74879562918242e-13,-446,239.731828814683
20,-410.318802343046,0,0,-60,67.6796065454409,-238,-430.802918524925,250.804509636438
21,-607.617373008633,0,0,-63,-7.66836839229889,-412.228092201393,-386.24733008786,261.526417672919
22,-546.027541523084,0,0,-66,39.4595255198886,-476,-315.3696244092,271.882557366228
23,-413.762964456202,0,0,-69,8.60668302662272,-412.228092201393,-223,281.858444718568
24,-74.9662435324808,0,0,-72,59.0269230338179,-238.000000000001,-115.433294115725,291.440127549427
25,283.187833128734,0,0,-75,57.5736281197766,-2.33172750557656e-13,-1.09238494483944e-13,300.614205008957
26,649.579654690538,0,0,-78,64.7785142545295,238,115.433294115724,309.367846320284
27,885.549485844447,0,0,-81,13.6325849185537,412.228092201393,223,317.6888087245
28,1073.42254261616,0,0,-84,40.4874636036861,476,315.3696244092,325.565454603275
29,1016.49638705234,0,0,-87,-27.9658029920302,412.228092201393,386.247330087859,332.986767755117
