timestamps,value,anomaly,changepoint,trend,noise,seasonality1,seasonality2,seasonality3
1,-106.942520897583,0,0,1,-107.942520897583,0,0,0
2,312.309422864977,0,0,2,1.36731284394705,210.9,89.2925705603697,8.7495394606602
3,659.930790625999,0,0,3,101.654433410499,365.289515316276,172.5,17.4868418992233
4,691.306900158082,0,0,4,-4.64462675945123,421.8,243.951839509359,26.199687408174
5,637.314028911671,0,0,5,-66.6301409954612,365.289515316276,298.778764305631,34.8758902852248
6,602.969041758124,0,0,6,9.32131561227353,210.9,333.244410069729,43.503316076122
7,457.031949532264,0,0,7,52.9620509864859,5.16556019880354e-14,345,52.0698985457776
8,195.575399538071,0,0,8,4.66733291435258,-210.9,333.244410069729,60.5636565539899
9,-93.8253970986879,0,0,9,-105.287356900195,-365.289515316276,298.778764305631,68.9727108121516
10,-80.9479394255398,0,0,10,9.61492056759224,-421.8,243.951839509359,77.2853004975091
11,-72.4044763640502,0,0,11,23.8952392504896,-365.289515316276,172.5,85.4897997017364
12,62.4153067910065,0,0,12,78.4480025398176,-210.9,89.2925705603698,93.5747336908194
13,82.6203495832562,0,0,13,-31.9084453702523,-1.03311203976071e-13,4.22503145705837e-14,101.528794953509
14,233.461754130295,0,0,14,-11.4865343252323,210.9,-89.2925705603697,109.340859015897
15,354.308874490273,0,0,15,29.5193591739967,365.289515316276,-172.5,117
16,331.063124671409,0,0,16,12.7194582761788,421.8,-243.951839509359,124.495505904589
17,229.517018793916,0,0,17,14.1893741963832,365.289515316276,-298.778764305631,131.816893586888
18,-24.4424748706808,0,0,18,-59.0519882251515,210.9,-333.244410069729,138.953923424199
19,-191.425471838155,0,0,19,-11.322085473099,1.54966805964106e-13,-345,145.896613634944
20,-432.760499059341,0,0,20,-61.2513432286928,-210.9,-333.244410069729,152.63525423908
21,-505.813085819164,0,0,21,-21.9052268356519,-365.289515316276,-298.778764305631,159.160420638395
22,-429.370380991098,0,0,22,48.9184717206092,-421.8,-243.951839509359,165.462986797652
23,-485.845043370583,0,0,23,-142.589666062486,-365.289515316276,-172.5,171.534138008179
24,-93.4356733147617,0,0,24,5.39151402957289,-210.900000000001,-89.2925705603699,177.365383216036
25,283.158868777249,0,0,25,75.2103018797307,-2.06622407952141e-13,-8.45006291411674e-14,182.948566897519
26,491.539387704528,0,0,26,-22.9290633212428,210.9,89.2925705603698,188.2758804654
27,747.246535000005,0,0,27,-10.8828535062143,365.289515316276,172.5,193.339873189943
28,834.077493004951,0,0,28,-57.8078091238264,421.8,243.951839509359,198.133462619418
29,831.58242994598,0,0,29,-64.1357941614863,365.289515316276,298.778764305631,202.649944485559
30,803.185633547896,0,0,30,22.1582213980892,210.9,333.244410069729,206.883002080079
31,662.727090123596,0,0,31,75.9003750344292,1.0075453247992e-12,345,210.826715089166
32,396.015286532359,0,0,32,27.1953085890555,-210.9,333.244410069729,214.475567873574
33,228.588650916399,0,0,33,44.2749447442993,-365.289515316276,298.778764305632,217.824457182744
34,125.37176230022,0,0,34,48.3512234987031,-421.8,243.951839509359,220.868699292158
35,120.34858709509,0,0,35,54.5340658574092,-365.289515316276,172.5,223.604036553957
36,107.526560545536,0,0,36,-32.8926533664755,-210.9,89.2925705603697,226.026643351642
37,263.773620792336,0,0,37,-1.3595106582101,-3.09933611928212e-13,1.26750943711751e-13,228.133131450547
38,391.034696328257,0,0,38,1.5067121520371,210.899999999999,-89.2925705603694,229.920554736589
39,497.209503919455,0,0,39,34.0335752664987,365.289515316276,-172.5,231.38641333668
40,531.334846792858,0,0,40,80.9580291871975,421.8,-243.951839509359,232.528657115019
41,339.183887224755,0,0,41,-1.67255232628627,365.289515316276,-298.778764305631,233.345688540396
42,115.984393892952,0,0,42,-37.5075609578062,210.900000000001,-333.244410069728,233.836364920485
43,-150.063054232927,0,0,43,-82.063054232927,3.61589213916247e-13,-345,234
44,-188.928597460224,0,0,44,77.379447689019,-210.899999999999,-333.244410069729,233.836364920485
45,-361.597946131302,0,0,45,24.1246449502088,-365.289515316276,-298.778764305632,233.345688540396
46,-400.285392020574,0,0,46,-13.0622096262338,-421.8,-243.951839509359,232.528657115019
47,-249.248108349162,0,0,47,10.1549936304349,-365.289515316277,-172.500000000001,231.38641333668
48,77.7732186305908,0,0,48,100.045234454371,-210.9,-89.2925705603697,229.920554736589
49,272.313878960564,0,0,49,-4.81925248998261,-4.13244815904283e-13,-1.69001258282335e-13,228.133131450547
50,594.766667782176,0,0,50,18.547453870165,210.899999999999,89.2925705603694,226.026643351642
51,780.761041347295,0,0,51,-31.6325105229384,365.289515316277,172.5,223.604036553957
52,885.862683311656,0,0,52,-52.7578554898603,421.8,243.951839509359,220.868699292158
53,910.161201757816,0,0,53,-24.7315350468358,365.289515316276,298.778764305631,217.824457182744
54,845.744782841329,0,0,54,33.1248048980256,210.9,333.244410069729,214.475567873574
55,611.15026908668,0,0,55,0.323553997513288,4.64900417892318e-13,345,210.826715089166
56,412.602890806473,0,0,56,27.375478656667,-210.900000000001,333.244410069728,206.883002080079
